case_number,source_file_key,docket_numbers,citation,citation_year,citation_seq,case_name,pdf_url,date_argued,date_issued,days_to_decision,term_year,lower_court,lower_court_type,lower_court_judge,case_type,appeal_type,outcome,author,author_display,majority,dissent,concur_separate,not_participating,vote_string,is_unanimous,has_dissent,has_separate_concurrence,topics,rsa_citations,rsa_primary,involves_statutory_interpretation,standard_of_review,summary_paragraph,word_count,opinion_type,parse_version,parse_timestamp,parse_confidence
2017-0379,2017-0379,['2017-0379'],,,,Jeff’s General Service Corporation v. AAA Pool & Spa Builders,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170379.pdf,,2018-04-12,,2018,,,,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['civil_procedure', 'tort']","['RSA 293-A', 'RSA 304-C']",RSA 293-A,False,[],,836,case_order,1.0.0,2026-07-16T02:12:21.866281,0.8
2017-0276,2017-0276,['2017-0276'],,,,Keith Healey v. Jessica Leach & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170276.pdf,,2018-03-30,,2018,,,Crocker,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,['contract'],[],,False,[],,385,case_order,1.0.0,2026-07-16T02:12:22.296291,0.8
2017-0588,2017-0588,['2017-0588'],,,,Colleen Smith & a. v. John Freilich,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170588.pdf,,2018-03-30,,2018,"Circuit Court (Gordon, J.)",circuit_court,Gordon,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['statutory_interpretation', 'constitutional', 'evidence']",[],,True,[],,472,case_order,1.0.0,2026-07-16T02:12:22.832407,0.8
2017-0226,2017-0226,['2017-0226'],,,,In The Matter of Edythe Murphy and Kevin Rogers,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170226.pdf,,2018-03-30,,2018,"Circuit Court (Garner, J.)",circuit_court,Garner,family/domestic,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['criminal', 'family_law', 'domestic_violence']","['RSA 458:16', 'RSA 458:19, I']",RSA 458:16,False,[],,685,case_order,1.0.0,2026-07-16T02:12:23.492484,0.8
2017-0485,2017-0485,['2017-0485'],,,,In The Matter of Ilya Shubentsov and Maureen Shubentsov,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170485.pdf,,2018-03-30,,2018,,,Lemire,family/domestic,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['family_law', 'constitutional', 'employment']",[],,False,[],,1343,case_order,1.0.0,2026-07-16T02:12:23.663086,0.8
2017-0305,2017-0305,['2017-0305'],,,,Robert Reed v. Michelle Doucette & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170305.pdf,,2018-03-29,,2018,"Circuit Court (Desjardins, J.)",circuit_court,Desjardins,civil,standard,vacated,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['civil_procedure', 'statutory_interpretation', 'property', 'contract']","['RSA 540:13, III']","RSA 540:13, III",True,['de_novo'],,953,case_order,1.0.0,2026-07-16T02:12:23.811399,0.8
2017-0455,2017-0455,['2017-0455'],,,,State v. Luis Lopez,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170455.pdf,,2018-03-29,,2018,"Superior Court (Delker, J.)",superior_court,Delker,family/domestic,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['criminal', 'family_law', 'statutory_interpretation']","['RSA 318-B:2, I', 'RSA 629:3', 'RSA 651:3', 'RSA 651-A:23', 'RSA 606-A:1', 'RSA 651']","RSA 318-B:2, I",True,[],,1284,case_order,1.0.0,2026-07-16T02:12:23.969478,0.8
2016-0655,2016-0655,['2016-0655'],,,,Appeal of Epoch Corp.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160655.pdf,,2018-03-29,,2018,,,,civil,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['insurance', 'administrative_law', 'employment', 'tort']","['RSA 281-A:54', 'RSA 281-A:55', 'RSA 281-A:43, I', 'RSA 541', 'RSA 541:13', 'RSA 281-A:54, I', 'RSA 281-A:2, XIV', 'RSA 281-A:54, III']",RSA 281-A:54,False,['de_novo'],,1370,case_order,1.0.0,2026-07-16T02:12:24.143469,0.8
2017-0434,2017-0434,['2017-0434'],,,,State v. Lorraine P. Lanciaux,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170434.pdf,,2018-03-29,,2018,"Superior Court (Ignatius, J.)",superior_court,Ignatius,family/domestic,standard,vacated,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['criminal', 'competency', 'family_law', 'constitutional']","['RSA 597:14-b', 'RSA 631:2-a', 'RSA 651:6', 'RSA 135:17', 'RSA 135:17-a', 'RSA 135:17-a, I']",RSA 597:14-b,False,[],,1070,case_order,1.0.0,2026-07-16T02:12:24.310751,0.8
2016-0654,2016-0654,['2016-0654'],,,,"Appeal of Health Trust, Inc.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160654.pdf,,2018-03-29,,2018,,administrative,,civil,standard,vacated,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['insurance', 'administrative_law', 'property', 'tort']","['RSA 5-B', 'RSA 5-B, i', 'RSA 5-B:5, I', 'RSA 5-B:4-a, I', 'RSA 5-B:4-a']",RSA 5-B,False,[],,1333,case_order,1.0.0,2026-07-16T02:12:24.494132,0.8
2017-0570,2017-0570,['2017-0570'],,,,Monica Banerjee v. Town of Wilmot,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170570.pdf,,2018-03-29,,2018,"Superior Court (McNamara, J.)",superior_court,McNamara,civil,standard,dismissed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['administrative_law', 'civil_procedure', 'constitutional', 'property', 'contract']","['RSA 508:4', 'RSA 508:10', 'RSA 508:2']",RSA 508:4,False,[],,916,case_order,1.0.0,2026-07-16T02:12:24.760664,0.8
2017-0314,2017-0314,"['2017-0314', '2005-2006']",,,,Arbay M. Osman & a. v. Wen Lin & a.; Sharif Abdullahi & a. v. Wen Lin & a.; Mohamed Mohamed & a. v. Wen Lin & a.; Daud Hussein & a. v. Wen Lin & a.; Sidi Hassan & a. v. Wen Lin & a.; Ramadhani Musa & a. v. Wen Lin & a.; Mohamed Osman Mohamed &,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170314.pdf,,2018-03-21,,2018,Superior Court,superior_court,Kissinger,civil,standard,reversed,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['civil_procedure', 'tort', 'evidence', 'tax']",['RSA 516:29-a'],RSA 516:29-a,False,['plain_error'],,1344,case_order,1.0.0,2026-07-16T02:12:25.129956,0.8
2017-0203,2017-0203,['2017-0203'],,,,State v. Richard Lucas,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170203.pdf,,2018-03-19,,2018,"Superior Court (Houran, J.)",superior_court,Houran,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['statutory_interpretation', 'evidence']","['RSA 635:1', 'RSA 644:9, III', 'RSA 644:9, IV']",RSA 635:1,True,"['de_novo', 'plain_error']",,1461,case_order,1.0.0,2026-07-16T02:12:25.475425,0.8
2017-0457,2017-0457,['2017-0457'],,,,"Edward J. Kissell v. Steiner Law Office, PLLC & a.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170457.pdf,,2018-03-16,,2018,,,,family/domestic,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['family_law', 'statutory_interpretation', 'property', 'tort']",['RSA 304-C:25'],RSA 304-C:25,True,[],,1088,case_order,1.0.0,2026-07-16T02:12:25.994632,0.8
2017-0436,2017-0436,['2017-0436'],,,,"Charlene Ann Craig v. The Bank of New York Mellon Trust, N.A.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170436.pdf,,2018-03-15,,2018,Superior Court,superior_court,Delker,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,['DWI'],['RSA 479:25'],RSA 479:25,False,[],,595,case_order,1.0.0,2026-07-16T02:12:26.608364,0.8
2016-0694,2016-0694,['2016-0694'],,,,State v. Alyssa A. Turcotte,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160694.pdf,,2018-03-14,,2018,"Circuit Court (Gardner, J.)",circuit_court,Gardner,criminal,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['criminal', 'civil_procedure', 'DWI']","['RSA 265-A:2', 'RSA 266:44', 'RSA 265:95', 'RSA 265-A:2, I']",RSA 265-A:2,False,[],,1389,case_order,1.0.0,2026-07-16T02:12:27.219462,0.8
2017-0615,2017-0615,['2017-0615'],,,,Karen Tuthill v. Mark Keenan,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170615.pdf,,2018-03-14,,2018,Circuit Court,circuit_court,Forrest,family/domestic,standard,vacated,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['criminal', 'constitutional', 'property', 'domestic_violence']","['RSA 633:3-a', 'RSA 491:15', 'RSA 633:3-a, III', 'RSA 502-A:17-a']",RSA 633:3-a,False,[],,1278,case_order,1.0.0,2026-07-16T02:12:29.643992,0.8
2017-0427,2017-0427,['2017-0427'],,,,"Georgia A. Tuttle, M.D. & a. v. New Hampshire Medical Malpractice Joint Underwriting Association & a.; In The Matter of The Winding Down of the New Hampshire Medical Malpractice Joint Underwriting Association",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170427.pdf,,2018-03-13,,2018,,,McNamara,civil,standard,remanded,per_curiam,Per Curiam,3,0,0,1,3-0,True,False,False,"['insurance', 'contract', 'tort']","['RSA 404-C:17', 'RSA 404-C:17, III']",RSA 404-C:17,False,[],,1254,case_order,1.0.0,2026-07-16T02:12:29.985552,0.8
2017-0250,2017-0250,['2017-0250'],,,,State v. Larry L. Lemay,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170250.pdf,,2018-03-08,,2018,,,,criminal,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,[],"['RSA 265:60', 'RSA 265:60, II', 'RSA 265:60, I']",RSA 265:60,False,[],,791,case_order,1.0.0,2026-07-16T02:12:30.266394,0.8
2017-0228,2017-0228,['2017-0228'],,,,Weston J. Stow v. Robert P. McGrath & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170228.pdf,,2018-03-08,,2018,Superior Court,superior_court,Tucker,criminal,standard,dismissed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,['criminal'],[],,False,[],,578,case_order,1.0.0,2026-07-16T02:12:30.950076,0.8
2017-0358,2017-0358,['2017-0358'],,,,Stacey White & a. v. Joseph Foster & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170358.pdf,,2018-03-08,,2018,"Superior Court (Tucker, J.)",superior_court,Tucker,civil,standard,dismissed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,['constitutional'],[],,False,[],,417,case_order,1.0.0,2026-07-16T02:12:31.039987,0.8
2017-0088,2017-0088,['2017-0088'],,,,State v. Frederick Bassett,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170088.pdf,,2018-03-08,,2018,"Superior Court (McNamara, J.)",superior_court,McNamara,criminal,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,['criminal'],['RSA 632'],RSA 632,False,[],,287,case_order,1.0.0,2026-07-16T02:12:34.404781,0.8
2017-0140,2017-0140,['2017-0140'],,,,Kenneth McKenzie v. Town of Eaton Planning Board & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170140.pdf,,2018-03-07,,2018,Superior Court,superior_court,Ignatius,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,[],"['RSA 91-A:2-a, II', 'RSA 91-A:2, III', 'RSA 91-A:2, I']","RSA 91-A:2-a, II",False,[],,1016,case_order,1.0.0,2026-07-16T02:12:34.616060,0.8
2017-0408,2017-0408,['2017-0408'],,,,Kathleen Masi & a. v. Paul Lynn & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170408.pdf,,2018-03-07,,2018,"Circuit Court (Gardner, J.)",circuit_court,Gardner,civil,standard,reversed,per_curiam,Per Curiam,3,0,0,1,3-0,True,False,False,"['civil_procedure', 'property', 'contract']","['RSA 356-B:15, I']","RSA 356-B:15, I",False,['de_novo'],,1084,case_order,1.0.0,2026-07-16T02:12:34.957989,0.8
2016-0641,2016-0641,['2016-0641'],,,,State v. Faustino Brito,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160641.pdf,,2018-03-07,,2018,Superior Court,superior_court,Howard,family/domestic,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['criminal', 'evidence', 'domestic_violence', 'tax']","['RSA 632-A:2', 'RSA 632-A:6, I']",RSA 632-A:2,False,[],,1199,case_order,1.0.0,2026-07-16T02:12:35.385905,0.8
2017-0360,2017-0360,['2017-0360'],,,,State v. Suzanne Walsh,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170360.pdf,,2018-03-07,,2018,Circuit Court,circuit_court,Crocker,criminal,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['criminal', 'DWI']","['RSA 265-A:2, I']","RSA 265-A:2, I",False,[],,962,case_order,1.0.0,2026-07-16T02:12:35.936642,0.8
2017-0130,2017-0130,"['2017-0130', '2017-0133']",,,,In The Matter of Sandra Matarozzo and James Matarozzo,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170130.pdf,,2018-03-06,,2018,"Circuit Court (Garner, J.)",circuit_court,Garner,family/domestic,standard,affirmed,per_curiam,Per Curiam,3,0,0,1,3-0,True,False,False,"['family_law', 'contract']","['RSA 458-C:7, I']","RSA 458-C:7, I",False,['de_novo'],,895,case_order,1.0.0,2026-07-16T02:12:36.588127,0.8
2017-0384,2017-0384,['2017-0384'],,,,Deborah Cadman v. State of New Hampshire & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170384.pdf,,2018-03-06,,2018,Superior Court,superior_court,McNamara,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,[],"['RSA 332-G:9, I', 'RSA 329:17, XII']","RSA 332-G:9, I",False,[],,242,case_order,1.0.0,2026-07-16T02:12:36.677719,0.8
2017-0097,2017-0097,['2017-0097'],,,,State v. Anthony Collins,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170097.pdf,,2018-03-01,,2018,"Superior Court (Kissinger, J.)",superior_court,Kissinger,criminal,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['criminal', 'evidence']","['RSA 631:1, I']","RSA 631:1, I",False,['plain_error'],,1341,case_order,1.0.0,2026-07-16T02:12:39.907167,0.8
2017-0252,2017-0252,"['2017-0252', '2016-0698']",,,,State v. Elise Roux,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170252.pdf,,2018-03-01,,2018,"Circuit Court (DeVries, J.)",circuit_court,DeVries,criminal,standard,reversed,per_curiam,Per Curiam,3,0,0,1,3-0,True,False,False,[],[],,False,[],,136,case_order,1.0.0,2026-07-16T02:12:40.129294,0.8
2017-0081,2017-0081,['2017-0081'],,,,In The Matter Of Carol Perkins and Warner Knowles,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170081.pdf,,2018-03-01,,2018,"Circuit Court (Gorman, J.)",circuit_court,Gorman,family/domestic,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['family_law', 'property']",[],,False,[],,642,case_order,1.0.0,2026-07-16T02:12:40.477307,0.8
2017-0216,2017-0216,['2017-0216'],,,,In The Matter of Carlos Figueroa and Deanna Figueroa,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170216.pdf,,2018-03-01,,2018,,,,family/domestic,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['family_law', 'property', 'contract', 'tort', 'tax']","['RSA 458:16-a', 'RSA 458:19', 'RSA 458:16-a, II']",RSA 458:16-a,False,[],,1318,case_order,1.0.0,2026-07-16T02:12:40.933989,0.8
2017-0471,2017-0471,['2017-0471'],,,,Corey A. Rocco v. James Kelley & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170471.pdf,,2018-02-16,,2018,Superior Court,superior_court,Anderson,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['administrative_law', 'statutory_interpretation', 'property', 'contract', 'tort']","['RSA 507-B:2', 'RSA 507-B', 'RSA 507-B:5', 'RSA 507-B:4, IV', 'RSA 507']",RSA 507-B:2,True,[],,810,case_order,1.0.0,2026-07-16T02:12:41.475687,0.8
2017-0215,2017-0215,['2017-0215'],,,,In the Matter of Edward Fallon and Ganna Fallon,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170215.pdf,,2018-02-16,,2018,,,,family/domestic,standard,affirmed,per_curiam,Per Curiam,3,0,0,1,3-0,True,False,False,[],[],,False,[],,415,case_order,1.0.0,2026-07-16T02:12:42.137226,0.8
2017-0171,2017-0171,['2017-0171'],,,,"Greater New Hampshire Properties, LLC v. Kelly Rousseau",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170171.pdf,,2018-02-16,,2018,,,,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,['property'],"['RSA 540:2, I', 'RSA 540:13-a', 'RSA 540:13-b', 'RSA 540:13, III', 'RSA 540:13-d', 'RSA 540:13-a, II', 'RSA 540:13-d, I']","RSA 540:2, I",False,['plain_error'],,842,case_order,1.0.0,2026-07-16T02:12:44.543683,0.8
2017-0454,2017-0454,['2017-0454'],,,,"TBF Financial, LLC v. Compass Systems & Programming, Inc. & a.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170454.pdf,,2018-02-12,,2018,,,,civil,standard,dismissed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['civil_procedure', 'statutory_interpretation', 'contract']",['RSA 508-A:3'],RSA 508-A:3,True,['de_novo'],,721,case_order,1.0.0,2026-07-16T02:12:45.566687,0.8
2017-0177,2017-0177,['2017-0177'],,,,State of New Hampshire v. Michael D. Mooney,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170177.pdf,,2018-02-09,,2018,"Circuit Court (Morrison, J.)",circuit_court,Morrison,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['constitutional', 'DWI']","['RSA 265-A:2', 'RSA 265-A:2, I', 'RSA 259:24']",RSA 265-A:2,False,['de_novo'],,1058,case_order,1.0.0,2026-07-16T02:12:45.759030,0.8
2017-0101,2017-0101,['2017-0101'],,,,State of New Hampshire v. Fuad Ndibalema,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170101.pdf,,2018-01-26,,2018,"Circuit Court (Cardello, J.)",circuit_court,Cardello,criminal,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['criminal', 'statutory_interpretation']","['RSA 265:60', 'RSA 263:64', 'RSA 635:2, III', 'RSA 263:64, VI', 'RSA 263:64, VII']",RSA 265:60,True,['plain_error'],,411,case_order,1.0.0,2026-07-16T02:12:46.108908,0.8
2017-0325,2017-0325,['2017-0325'],,,,"James Faro & a. v. IKO Industries, Inc.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170325.pdf,,2018-01-26,,2018,"Superior Court (Ignatius, J.)",superior_court,Ignatius,civil,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['civil_procedure', 'property', 'contract', 'tort']","['RSA 382-A:2-313', 'RSA 382-A:2-725']",RSA 382-A:2-313,False,['de_novo'],,1456,case_order,1.0.0,2026-07-16T02:12:46.509075,0.8
2017-0003,2017-0003,['2017-0003'],,,,In re Estate of Carolyn R. Buskirk,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170003.pdf,,2018-01-24,,2018,"Circuit Court–Ossipee Probate Division (Patten, J.)",circuit_court,,civil,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['administrative_law', 'property']","['RSA 552:7', 'RSA 567']",RSA 552:7,False,['clear_error'],,1304,case_order,1.0.0,2026-07-16T02:12:47.033475,0.8
2016-0634,2016-0634,['2016-0634'],,,,Sanford A. Woodmansee v. Robert H. Walther,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160634.pdf,,2018-01-22,,2018,,,,civil,standard,dismissed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,"['statutory_interpretation', 'constitutional', 'property', 'contract', 'tort']","['RSA 540-A:3, VII', 'RSA 514:9']","RSA 540-A:3, VII",True,[],,1033,case_order,1.0.0,2026-07-16T02:12:47.682088,0.8
2017-0166,2017-0166,['2017-0166'],,,,Mary Feeney v. Karyn Kelley,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20170166.pdf,,2018-01-16,,2018,Superior Court,superior_court,Abramson,civil,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['statutory_interpretation', 'property']","['RSA 526:1', 'RSA 547-C:2', 'RSA 490-F:3']",RSA 526:1,True,[],,1403,case_order,1.0.0,2026-07-16T02:12:49.774070,0.8
2016-0630,2016-0630,['2016-0630'],,,,James R. Gammon & a. v. David N. Valentino & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160630.pdf,,2018-01-12,,2018,"Superior Court (Wageling, J.)",superior_court,Wageling,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,0,4-0,True,False,False,['contract'],['RSA 498:1'],RSA 498:1,False,['clear_error'],,1113,case_order,1.0.0,2026-07-16T02:12:50.599484,0.8
2019-0004,2019-0004,['2019-0004'],,,,"Granite Green Investment Partners, LLC v. City of Nashua",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20190004.pdf,,2019-10-28,,2019,"Superior Court (Temple, J.)",superior_court,Temple,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,2,3-0,True,False,False,[],['RSA 91-A'],RSA 91-A,False,[],,354,case_order,1.0.0,2026-07-16T02:12:51.154421,0.8
2019-0117,2019-0117,['2019-0117'],,,,National Collegiate Student Loan Trust 2006-3 v. Angela J. Pearson & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20190117.pdf,,2019-09-16,,2019,"Superior Court (Bornstein, J.)",superior_court,Bornstein,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,2,4-0,True,False,False,[],[],,False,[],,520,case_order,1.0.0,2026-07-16T02:12:51.681247,0.8
